,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
3365,1,1.0,0,0,1,0,1,2,0,0,0,469.0,1.0,1,6,0,0,0,0,0,0,0,0,1,0,0,0
3366,0,1.0,0,1,1,0,1,3,0,0,1,1248.0,3.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
3367,0,3.0,0,0,1,1,1,1,0,0,0,425.0,0.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
3368,1,1.0,0,0,1,0,1,1,5,1,1,246.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3369,0,3.0,0,1,0,0,1,22,0,0,0,108.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3370,1,3.0,0,0,0,0,1,1,0,0,1,106.0,4.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
3371,1,1.0,0,0,0,0,1,2,0,0,0,28.0,4.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
3372,0,1.0,0,0,0,0,1,4,0,0,0,359.0,1.0,1,6,0,1,0,0,0,0,0,0,0,0,0,0
3374,1,1.0,0,0,0,0,1,1,1,0,0,132.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3375,0,1.0,0,0,0,0,1,3,1,1,1,312.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
3377,0,2.0,0,0,1,0,1,4,1,0,0,116.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3378,0,2.0,0,0,1,0,1,4,0,0,0,157.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3379,1,1.0,0,0,1,0,1,2,0,0,0,93.0,1.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
3380,1,2.0,0,1,0,0,1,1,0,0,0,226.0,3.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0
3381,1,1.0,1,0,1,0,1,1,1,0,1,712.0,1.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3382,2,2.0,0,0,1,0,1,1,0,0,0,285.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3383,1,2.0,0,0,1,0,1,2,0,0,0,300.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3384,0,3.0,0,0,0,0,1,2,0,0,1,1081.0,1.0,1,9,0,0,0,0,0,1,0,0,0,0,0,0
3385,1,1.0,0,0,1,1,1,2,0,0,1,1276.0,0.0,1,6,0,1,0,0,0,0,0,0,0,0,0,0
3386,1,1.0,0,1,1,0,1,4,0,0,0,196.0,3.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3388,1,3.0,0,0,0,0,0,1,1,1,1,270.0,4.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3389,1,3.0,0,0,0,0,1,1,3,0,1,139.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3391,1,3.0,0,1,1,0,1,2,0,0,0,66.0,3.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3392,1,1.0,0,1,0,0,1,2,0,0,0,384.0,3.0,1,6,0,0,0,0,0,0,1,0,0,0,0,0
3393,0,3.0,0,0,0,0,1,5,1,0,0,143.0,3.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3394,0,1.0,0,0,1,0,1,1,0,0,0,198.0,1.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3395,0,3.0,0,1,0,0,1,1,0,0,1,545.0,1.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3396,0,1.0,0,0,1,0,0,1,0,0,0,111.0,2.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3397,1,1.0,0,0,0,1,1,1,0,0,0,489.0,2.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
3398,1,1.0,0,0,0,0,1,1,0,0,0,80.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3399,1,1.0,0,0,0,0,1,2,0,0,0,108.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3400,0,3.0,0,0,0,0,1,2,1,1,1,207.0,1.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3402,1,2.0,0,0,1,1,1,3,0,0,0,788.0,3.0,1,5,0,0,0,0,0,0,1,0,0,0,0,0
3404,1,1.0,0,0,1,1,1,1,0,0,0,117.0,2.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3405,1,1.0,0,0,0,0,1,6,0,0,0,206.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3406,1,1.0,0,1,1,0,1,1,0,0,1,754.0,0.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
3407,1,1.0,0,0,1,0,1,1,0,0,1,1138.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
3408,1,1.0,0,1,0,0,1,2,0,0,1,595.0,1.0,1,6,0,0,0,0,0,0,0,0,0,0,0,1
3409,1,1.0,0,0,0,0,0,1,0,0,0,49.0,4.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
3411,1,3.0,0,0,0,0,1,1,1,1,1,269.0,4.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3412,1,1.0,0,0,0,0,1,2,4,1,1,258.0,1.0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
3415,1,1.0,0,1,0,0,1,2,0,0,0,158.0,3.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3416,1,3.0,0,0,0,0,1,1,0,0,1,101.0,2.0,0,10,0,0,0,0,0,1,0,0,0,0,0,0
3417,0,3.0,0,3,1,0,1,2,0,0,0,154.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3418,1,1.0,0,0,1,0,1,3,0,0,0,82.0,2.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3421,0,3.0,0,2,1,0,1,3,0,0,0,158.0,0.0,0,12,0,0,0,0,1,0,0,0,0,0,0,0
3422,0,1.0,0,0,0,0,1,1,6,1,1,175.0,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
3423,1,1.0,0,0,0,1,1,1,0,0,1,635.0,1.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3424,0,1.0,0,0,1,0,1,2,0,0,1,158.0,1.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3425,0,3.0,0,0,1,0,1,3,0,0,0,156.0,0.0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
3426,0,3.0,0,0,0,0,1,2,0,0,0,69.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3428,2,2.0,0,0,0,0,1,1,0,0,1,651.0,4.0,1,8,0,0,0,0,1,0,0,0,0,0,0,0
3430,2,1.0,0,2,0,0,1,2,0,0,0,185.0,1.0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3431,1,3.0,0,0,1,0,1,1,0,0,1,102.0,1.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
3433,0,2.0,0,0,0,0,1,1,1,1,1,210.0,,0,11,0,0,0,0,0,0,0,0,0,1,0,0
3434,1,3.0,0,0,0,0,1,1,0,0,0,86.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3435,1,3.0,0,0,0,0,1,4,0,0,1,200.0,1.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3437,1,1.0,0,0,0,0,1,1,1,1,1,101.0,2.0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
3438,1,3.0,0,0,0,1,1,16,0,0,0,12.0,2.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3440,0,3.0,0,1,1,0,1,3,2,0,1,716.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
3441,1,1.0,0,0,0,0,1,13,0,0,0,9.0,3.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3443,1,1.0,1,0,0,1,1,2,0,0,0,190.0,2.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
3444,1,1.0,0,0,1,0,1,1,0,0,1,538.0,1.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
3445,1,1.0,0,0,1,0,1,2,0,0,0,231.0,1.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
3446,2,1.0,0,0,1,1,1,6,0,0,0,209.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3447,1,1.0,0,0,1,1,1,2,0,0,0,433.0,0.0,1,11,0,0,1,0,0,0,0,0,0,0,0,0
3449,1,1.0,0,1,0,0,1,1,2,0,1,165.0,3.0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
3450,0,3.0,0,0,1,0,1,1,0,0,1,320.0,0.0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
3451,0,3.0,0,0,0,0,1,2,0,0,0,48.0,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3452,1,1.0,0,1,1,1,1,1,0,0,0,85.0,3.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3454,2,1.0,0,0,1,0,1,1,0,0,0,230.0,1.0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
3456,2,3.0,0,0,0,0,1,8,0,0,1,1576.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3458,1,3.0,0,0,1,0,1,1,1,2,0,361.0,1.0,1,4,0,0,0,0,0,0,0,1,0,0,0,0
3459,2,3.0,0,0,1,0,1,2,0,0,1,587.0,1.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
3460,1,1.0,0,0,0,0,1,1,0,0,0,153.0,0.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
3462,0,1.0,0,0,0,1,1,1,0,0,0,179.0,3.0,0,11,0,0,0,0,0,0,0,1,0,0,0,0
3463,1,3.0,0,3,0,0,1,3,0,0,1,670.0,4.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
3467,2,2.0,0,2,1,0,1,3,0,0,1,136.0,4.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
3468,0,1.0,0,1,1,0,1,1,0,0,1,412.0,3.0,1,11,0,1,0,0,0,0,0,0,0,0,0,0
3469,0,3.0,0,0,0,0,1,1,0,0,1,206.0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3473,2,3.0,0,0,0,1,1,3,0,0,0,79.0,2.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3474,1,2.0,0,0,1,0,1,1,0,0,0,129.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3475,1,3.0,0,0,0,0,1,1,0,0,0,125.0,1.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3476,1,3.0,0,1,1,0,1,8,0,0,0,19.0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3477,1,2.0,0,0,0,0,1,2,0,0,0,460.0,2.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0
3478,2,3.0,0,0,1,0,1,1,5,2,1,798.0,1.0,1,12,0,0,0,0,0,1,0,0,0,0,0,0
3479,1,3.0,0,0,0,0,1,1,0,0,1,212.0,0.0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
3480,2,1.0,0,0,0,0,1,2,0,0,1,318.0,3.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3481,1,3.0,0,0,1,0,1,1,0,0,0,158.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3482,1,3.0,0,3,0,0,1,2,0,0,1,341.0,2.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
3484,1,1.0,0,1,0,0,1,4,2,0,1,429.0,1.0,1,5,0,0,0,1,0,0,0,0,0,0,0,0
3485,1,1.0,0,0,1,0,1,4,5,0,0,97.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
3486,2,3.0,0,2,1,0,1,3,0,0,0,347.0,1.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3487,0,1.0,0,0,0,0,1,18,0,0,0,463.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
3488,1,2.0,0,0,1,0,1,1,0,0,0,119.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3490,1,2.0,0,1,0,0,1,2,0,0,0,33.0,2.0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
3492,2,1.0,0,0,1,1,1,2,0,0,0,264.0,1.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3493,1,1.0,0,0,0,0,1,1,0,0,1,368.0,2.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
3494,1,3.0,0,0,0,0,1,1,0,0,0,99.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3495,0,1.0,0,0,0,0,1,1,0,0,0,190.0,0.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3496,0,3.0,0,0,0,0,1,2,0,0,1,669.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3497,1,1.0,0,0,0,0,1,2,0,0,0,128.0,2.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3498,1,3.0,0,0,1,0,1,1,0,0,0,174.0,2.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
3499,2,2.0,0,0,0,0,1,1,0,0,1,82.0,4.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
3500,0,1.0,0,0,0,0,1,1,9,2,0,339.0,0.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
3501,0,3.0,0,1,0,0,1,2,0,0,0,886.0,1.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
3502,1,3.0,0,1,0,0,1,6,0,0,1,379.0,2.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3503,1,2.0,0,2,0,0,1,1,0,0,1,243.0,3.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
3504,0,3.0,0,0,0,0,1,1,0,0,1,267.0,0.0,0,8,0,0,0,1,0,0,0,0,0,0,0,0
3505,1,3.0,0,0,0,1,1,4,0,0,0,196.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3506,1,1.0,0,1,0,0,1,2,1,1,1,282.0,1.0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
3507,1,1.0,0,0,0,0,1,1,0,0,1,367.0,1.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
3510,2,3.0,0,0,1,0,1,1,3,1,1,103.0,4.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
3512,0,1.0,0,0,0,0,1,3,4,0,1,273.0,0.0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
3513,0,3.0,0,1,0,0,1,1,0,0,0,242.0,0.0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
3514,0,3.0,0,0,1,0,1,2,0,0,1,71.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
3515,0,3.0,0,0,1,0,1,3,0,0,1,608.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
3518,1,1.0,0,0,0,0,1,2,0,0,0,175.0,2.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3519,1,1.0,0,0,0,0,1,1,2,0,0,167.0,3.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
3520,1,3.0,0,0,1,0,1,2,0,0,0,565.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
3521,1,3.0,0,0,1,0,1,3,0,0,0,41.0,1.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3522,1,1.0,0,1,0,0,1,2,0,0,0,140.0,1.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
3523,2,3.0,0,1,1,0,1,1,0,0,0,334.0,3.0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
3524,0,2.0,0,0,0,0,1,5,0,0,1,104.0,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3525,0,1.0,0,0,1,0,1,6,0,0,0,13.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3526,0,1.0,0,0,0,0,1,2,4,1,1,328.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
3527,2,1.0,0,0,0,0,1,1,0,0,1,332.0,3.0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
3528,1,1.0,0,0,0,0,1,9,0,0,0,157.0,2.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3529,1,1.0,0,0,0,0,1,8,0,0,1,782.0,2.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
3530,0,1.0,0,1,0,1,0,3,0,0,1,944.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3531,1,2.0,0,0,0,0,1,2,0,0,0,335.0,1.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3532,1,2.0,0,3,0,0,0,1,0,0,1,180.0,2.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3534,1,2.0,0,0,1,0,1,1,0,0,0,582.0,2.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
3535,1,1.0,0,0,0,1,1,2,0,0,0,58.0,3.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3537,1,3.0,0,0,1,0,1,1,0,0,1,860.0,1.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3538,1,1.0,0,1,1,0,1,2,0,0,0,483.0,3.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
3539,0,3.0,0,0,0,0,1,2,0,0,0,111.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3540,1,1.0,0,0,0,1,1,3,0,0,0,472.0,2.0,1,7,0,0,0,0,1,0,0,0,0,0,0,0
3541,1,1.0,0,0,1,1,1,1,0,0,0,190.0,2.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3542,1,3.0,0,0,0,1,1,3,0,0,0,42.0,3.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3543,1,2.0,0,3,0,0,1,1,0,0,0,97.0,3.0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
3544,0,2.0,0,0,0,0,1,2,0,0,1,976.0,0.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
3546,2,3.0,0,1,0,0,0,1,0,0,0,128.0,3.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3547,0,3.0,0,0,0,0,0,3,1,0,1,433.0,0.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0
3548,0,1.0,0,0,0,0,1,2,0,0,0,460.0,3.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
3549,0,3.0,0,0,0,0,1,1,0,0,1,1086.0,2.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
3550,2,3.0,0,1,1,0,1,3,0,0,0,77.0,3.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3551,1,3.0,0,0,0,0,1,1,5,0,1,126.0,1.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
3552,1,1.0,0,3,1,0,1,1,0,0,0,97.0,2.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3554,1,1.0,0,3,0,0,1,3,0,0,0,106.0,2.0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
3555,1,1.0,0,0,1,0,1,3,10,0,1,784.0,1.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0
3557,1,1.0,0,0,1,0,1,1,0,0,1,703.0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
3558,1,3.0,0,0,0,0,1,14,0,0,1,763.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3559,1,1.0,0,3,1,0,1,3,0,0,0,421.0,3.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
3560,0,3.0,0,1,0,0,1,6,0,0,0,350.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3561,1,1.0,0,0,1,0,1,1,1,0,0,51.0,0.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3562,2,1.0,0,1,0,0,1,1,2,0,0,79.0,2.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
3563,2,3.0,0,1,1,0,1,2,0,0,0,604.0,2.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
3564,0,3.0,0,0,1,0,1,2,6,1,1,255.0,1.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3565,1,1.0,0,0,0,0,1,3,0,0,0,188.0,4.0,0,8,0,0,0,0,0,0,1,0,0,0,0,0
3566,1,1.0,0,3,0,0,1,1,0,0,0,58.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3567,2,3.0,0,0,1,0,1,1,2,2,0,221.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
3568,1,1.0,0,0,1,1,1,2,0,0,1,570.0,1.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
3569,1,3.0,0,0,0,0,1,2,0,0,0,189.0,2.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3570,0,1.0,0,0,0,0,1,1,0,0,0,133.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3572,1,1.0,0,1,0,0,1,9,0,0,1,1323.0,1.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
3574,2,3.0,0,0,1,0,1,2,3,1,1,137.0,2.0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
3575,0,1.0,0,0,0,0,1,41,0,0,0,25.0,0.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3576,1,1.0,0,0,0,0,0,1,0,0,1,132.0,2.0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
3577,0,1.0,0,0,1,0,1,2,8,2,1,174.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
3579,1,3.0,0,1,0,0,1,8,0,0,0,25.0,3.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3580,1,3.0,0,2,1,0,1,2,7,2,1,350.0,1.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3582,0,1.0,0,0,1,0,1,1,2,1,0,264.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3583,0,3.0,0,0,1,0,1,1,0,0,0,124.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3584,1,3.0,0,0,0,0,0,1,0,0,0,141.0,1.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
3586,1,3.0,0,1,1,0,1,2,0,0,0,742.0,2.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
3587,1,1.0,0,0,1,0,1,2,0,0,1,278.0,1.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
3588,1,1.0,0,0,0,0,0,6,0,0,0,116.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3590,2,3.0,0,0,1,0,1,1,2,0,1,328.0,1.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
3591,1,1.0,0,3,0,0,1,1,0,0,0,70.0,2.0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
3593,1,1.0,0,0,0,0,1,5,0,0,0,332.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3594,2,3.0,0,0,0,0,1,2,2,0,1,230.0,1.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3595,1,1.0,0,0,0,1,1,1,0,0,0,53.0,1.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
3596,0,1.0,0,1,1,0,1,2,0,0,0,175.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3598,2,3.0,0,0,1,0,0,1,0,0,1,266.0,3.0,0,10,0,0,0,0,0,1,0,0,0,0,0,0
3599,1,1.0,0,0,0,0,1,3,0,0,0,51.0,2.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3600,1,1.0,0,2,1,0,1,3,2,1,1,349.0,4.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3601,0,1.0,0,0,0,0,1,1,0,0,1,217.0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
3602,1,1.0,0,0,0,0,1,2,10,1,1,504.0,2.0,1,8,0,0,0,0,0,0,0,0,0,0,0,1
3604,1,3.0,0,1,0,0,1,1,3,1,1,150.0,2.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
3605,1,1.0,0,0,0,0,1,3,0,0,1,179.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
3606,2,1.0,0,0,0,0,1,1,0,0,1,1077.0,2.0,1,11,0,0,0,0,0,0,0,0,0,0,1,0
3607,1,3.0,0,0,0,0,1,1,0,0,1,567.0,1.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
3608,1,3.0,0,1,1,0,0,5,0,0,0,517.0,3.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
3610,1,1.0,0,3,0,0,1,2,1,1,1,154.0,1.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
3611,1,2.0,0,0,1,1,1,2,0,0,0,50.0,2.0,0,7,0,0,0,0,1,0,0,0,0,0,0,0
3612,1,1.0,0,2,1,0,1,1,1,1,1,252.0,2.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
3613,0,3.0,0,0,1,0,1,1,5,0,0,58.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3616,1,1.0,0,0,1,0,1,2,0,0,0,371.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
3617,0,3.0,0,0,1,0,1,1,2,1,1,239.0,1.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0
3618,1,2.0,0,0,1,1,1,2,0,0,0,87.0,3.0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
3619,2,1.0,0,1,0,0,1,5,0,0,1,573.0,2.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
3621,1,3.0,0,0,1,0,1,19,0,0,0,72.0,1.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3622,1,1.0,0,0,0,0,1,3,0,0,1,1318.0,3.0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
3623,0,3.0,0,0,1,0,1,3,0,0,0,209.0,0.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3624,1,1.0,0,0,0,0,0,1,0,0,0,60.0,1.0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
3625,1,3.0,0,0,0,0,1,2,0,0,1,921.0,3.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3626,2,3.0,0,1,0,0,1,1,0,0,1,349.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3627,2,2.0,0,0,0,0,1,1,1,2,1,144.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3629,1,1.0,0,0,1,1,1,1,0,0,0,159.0,1.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3630,1,1.0,0,0,0,0,0,2,2,1,1,211.0,4.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
3631,1,1.0,0,0,1,0,1,1,1,0,0,151.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3632,1,3.0,0,0,1,0,1,7,3,2,1,470.0,0.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3633,0,3.0,0,0,1,0,1,5,2,0,0,43.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
3634,0,3.0,0,1,0,0,1,1,8,2,1,220.0,0.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3635,1,1.0,0,0,0,0,1,6,0,0,0,80.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3637,1,3.0,0,0,1,1,1,6,0,0,0,243.0,2.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
3638,0,3.0,0,0,1,0,1,2,0,0,1,460.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
3640,0,2.0,0,0,0,0,1,1,0,0,1,736.0,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
